Species	WP010_2A	WP011_3A	WP018_1B	WP020_3B	WP021_4B	WP022_5B	WP023_6B	WP024_7B	WP025_8B	WP016_8A	WP019_2B	WP009_1A	WP012_4A	WP013_5A	WP014_6A	WP015_7A	WP017_9A	Kingdom	Phylum	Class	Order	Family	Genus	Species	Total abundance	Guild	Guild category
Agaricomycetes_sp	4.0	35.0	0.0	4.0	39.0	8.0	11.0	50.0	42.0	0.0	50.0	25.0	159.0	2.0	3.0	52.0	26.0	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	Agaricomycetes_sp	510.0	NA	ENA
Oliveonia_sp	84.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	11.0	0.0	0.0	0.0	0.0	0.0	61.0	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_fam_Incertae_sedis	Oliveonia	Oliveonia_sp	225.0	Undefined Saprotroph	Sap
Capronia_sp	5.0	24.0	16.0	7.0	10.0	0.0	18.0	2.0	20.0	2.0	20.0	0.0	7.0	0.0	4.0	6.0	26.0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia_sp	186.0	Endophyte	Nop
Tremellales_sp	14.0	14.0	1.0	0.0	16.0	4.0	8.0	0.0	6.0	4.0	5.0	0.0	2.0	0.0	0.0	20.0	16.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_fam_Incertae_sedis	Tremellales_gen_Incertae_sedis	Tremellales_sp	110.0	NA	ENA
Umbelopsis_sp	16.0	113.0	10.0	11.0	8.0	20.0	69.0	20.0	32.0	59.0	151.0	1.0	54.0	7.0	9.0	20.0	72.0	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis_sp	672.0	Undefined Saprotroph	Sap
Pycnopeziza_sp	1.0	0.0	0.0	0.0	0.0	0.0	6.0	14.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	1.0	1.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Pycnopeziza	Pycnopeziza_sp	105.0	Plant Pathogen	Pat
Tympanidaceae_sp	0.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Tympanidaceae	Tympanidaceae_gen_Incertae_sedis	Tympanidaceae_sp	111.0	NA	ENA
Ramularia_unterseheri	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	96.0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia_unterseheri	102.0	NA	ENA
Phoma_schachtii	2.0	1.0	1.0	0.0	0.0	0.0	5.0	4.0	83.0	2.0	0.0	3.0	6.0	0.0	9.0	0.0	4.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma_schachtii	120.0	Endophyte, Dung Saprotroph, Lichen Parasite, Litter Saprotroph, Plant Pathogen, Soil Saprotroph, Wood Saprotroph	Pat
Talaromyces_albobiverticillius	3.0	10.0	4.0	29.0	2.0	8.0	36.0	2.0	4.0	10.0	9.0	8.0	2.0	1.0	0.0	5.0	12.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	Talaromyces_albobiverticillius	145.0	Undefined Saprotroph	Sap
Pochonia_sp	19.0	7.0	9.0	0.0	0.0	27.0	25.0	0.0	9.0	13.0	0.0	0.0	39.0	1.0	7.0	8.0	7.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	Pochonia_sp	171.0	Animal Pathogen	Nop
Lactarius_circellatus	1.0	0.0	1.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0	785.0	0.0	0.0	1.0	1.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_circellatus	957.0	Ectomycorrhizal	Myc
Orbiliaceae_sp	6.0	249.0	0.0	8.0	56.0	2.0	92.0	12.0	6.0	10.0	18.0	1.0	0.0	3.0	0.0	1.0	10.0	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbiliaceae_gen_Incertae_sedis	Orbiliaceae_sp	474.0	NA	ENA
Leuconeurospora_sp	3.0	2.0	0.0	2.0	5.0	15.0	7.0	0.0	8.0	5.0	9.0	0.0	38.0	0.0	0.0	2.0	14.0	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Leuconeurospora	Leuconeurospora_sp	110.0	Undefined Saprotroph	Sap
Clavulina_sp	3.0	3.0	62.0	3.0	21.0	11.0	1.0	19.0	11.0	12.0	9.0	0.0	9.0	0.0	0.0	12.0	4.0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina_sp	180.0	Ectomycorrhizal	Myc
Absidia_sp	109.0	45.0	21.0	14.0	6.0	188.0	52.0	7.0	47.0	61.0	108.0	1.0	69.0	2.0	19.0	6.0	254.0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia_sp	1009.0	Undefined Saprotroph	Sap
Wickerhamomyces_sp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0	0.0	1.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces_sp	113.0	Undefined Saprotroph	Sap
Volutella_sp	0.0	14.0	15.0	0.0	14.0	13.0	28.0	0.0	12.0	1.0	19.0	0.0	7.0	3.0	1.0	2.0	10.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	Volutella_sp	139.0	NA	ENA
Cladosporium_herbarum	41.0	9.0	5.0	7.0	0.0	0.0	8.0	3.0	7.0	3.0	2.0	4.0	7.0	2.0	3.0	3.0	29.0	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_herbarum	178.0	NA	ENA
Cladophialophora_nyingchiensis	3.0	9.0	5.0	7.0	21.0	13.0	13.0	1.0	11.0	3.0	30.0	8.0	59.0	10.0	6.0	132.0	17.0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_nyingchiensis	348.0	Undefined Saprotroph	Sap
Atractosporales_sp	19.0	38.0	49.0	10.0	21.0	29.0	43.0	6.0	15.0	24.0	1.0	0.0	39.0	0.0	19.0	2.0	12.0	Fungi	Ascomycota	Sordariomycetes	Atractosporales	Atractosporales_fam_Incertae_sedis	Atractosporales_gen_Incertae_sedis	Atractosporales_sp	327.0	NA	ENA
Mycena_polygramma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	339.0	0.0	1.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_polygramma	340.0	Leaf Saprotroph, Plant Pathogen, Undefined Saprotroph, Wood Saprotroph	Pat
Trichoderma_parapiluliferum	1.0	21.0	1.0	5.0	0.0	2.0	7.0	0.0	19.0	5.0	29.0	10.0	3.0	8.0	0.0	0.0	2.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_parapiluliferum	113.0	Animal Pathogen, Endophyte, Epiphyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Pat
Nectria_sp	1.0	46.0	5.0	9.0	132.0	0.0	8.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	3.0	6.0	19.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	Nectria_sp	235.0	Animal Pathogen, Endophyte, Fungal Parasite, Lichen Parasite, Plant Pathogen, Wood Saprotroph	Pat
Rhytismataceae_sp	14.0	8.0	5.0	4.0	0.0	0.0	6.0	3.0	2.0	13.0	0.0	1.0	2.0	8.0	52.0	1.0	15.0	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Rhytismataceae_gen_Incertae_sedis	Rhytismataceae_sp	134.0	NA	ENA
Apiotrichum_dulcitum	10.0	5.0	3.0	2.0	0.0	236.0	1.0	0.0	2.0	9.0	6.0	1.0	1.0	2.0	3.0	0.0	5.0	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum_dulcitum	286.0	Soil Saprotroph	Sap
Hypochnicium_cremicolor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	41.0	149.0	11.0	0.0	12.0	138.0	0.0	19.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Hypochnicium	Hypochnicium_cremicolor	373.0	Undefined Saprotroph	Sap
Chytridiomycota_sp	34.0	27.0	14.0	51.0	8.0	36.0	14.0	7.0	10.0	54.0	49.0	0.0	24.0	0.0	4.0	40.0	60.0	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota_sp	432.0	NA	ENA
Plectosphaerella_slobbergiarum	2.0	0.0	0.0	1.0	82.0	0.0	13.0	1.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_slobbergiarum	121.0	Endophyte, Plant Pathogen	Pat
Amanitaceae_sp	17.0	6.0	1.0	14.0	10.0	10.0	6.0	0.0	15.0	7.0	17.0	7.0	9.0	0.0	0.0	21.0	3.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanitaceae_gen_Incertae_sedis	Amanitaceae_sp	144.0	NA	ENA
Nectriaceae_sp	1.0	21.0	17.0	8.0	39.0	7.0	27.0	8.0	2.0	43.0	31.0	14.0	32.0	0.0	21.0	5.0	17.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectriaceae_gen_Incertae_sedis	Nectriaceae_sp	293.0	NA	ENA
Auxarthron_umbrinum	8.0	0.0	3.0	8.0	1.0	51.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	5.0	25.0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Auxarthron	Auxarthron_umbrinum	111.0	Undefined Saprotroph	Sap
Oidiodendron_sp	0.0	7.0	0.0	54.0	7.0	0.0	5.0	1.0	0.0	48.0	1.0	0.0	0.0	0.0	42.0	2.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron_sp	167.0	Ericoid Mycorrhizal	Myc
Linnemannia_sclerotiella	2.0	1.0	1.0	0.0	5.0	2.0	1.0	0.0	1.0	11.0	6.0	1.0	2.0	0.0	40.0	0.0	67.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_sclerotiella	140.0	NA	ENA
Gryganskiella_cystojenkinii	33.0	12.0	12.0	8.0	8.0	6.0	5.0	1.0	3.0	0.0	22.0	3.0	2.0	2.0	0.0	0.0	2.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Gryganskiella	Gryganskiella_cystojenkinii	119.0	NA	ENA
Mucor_abundans	0.0	5.0	0.0	0.0	4.0	1.0	11.0	50.0	25.0	0.0	19.0	1.0	0.0	0.0	1.0	1.0	4.0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_abundans	122.0	NA	ENA
Sympodiella_sp	0.0	5.0	1.0	78.0	19.0	1.0	3.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Sympodiella	Sympodiella_sp	130.0	Undefined Saprotroph	Sap
Pezizomycotina_sp	2.0	1.0	1.0	1.0	0.0	3.0	0.0	0.0	2.0	0.0	8.0	2.0	1.0	0.0	0.0	85.0	0.0	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp	106.0	NA	ENA
Pezizaceae_sp	8.0	0.0	283.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pezizaceae_gen_Incertae_sedis	Pezizaceae_sp	298.0	NA	ENA
Mortierellaceae_sp	5.0	4.0	48.0	14.0	0.0	41.0	23.0	24.0	31.0	2.0	8.0	0.0	3.0	0.0	43.0	1.0	10.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierellaceae_gen_Incertae_sedis	Mortierellaceae_sp	257.0	NA	ENA
Amicodisca_sp	0.0	32.0	0.0	11.0	60.0	1.0	3.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	19.0	1.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Amicodisca	Amicodisca_sp	131.0	Undefined Saprotroph	Sap
Lacrymaria_glareosa	0.0	359.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	4.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Lacrymaria	Lacrymaria_glareosa	378.0	Undefined Saprotroph	Sap
Syncephalis_sp	12.0	13.0	4.0	6.0	0.0	10.0	9.0	1.0	39.0	36.0	2.0	3.0	6.0	4.0	15.0	4.0	10.0	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	Syncephalis_sp	174.0	Fungal Parasite	Nop
Orbiliales_sp	2.0	3.0	1.0	5.0	73.0	18.0	34.0	1.0	27.0	2.0	2.0	0.0	0.0	0.0	0.0	13.0	5.0	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Orbiliales_gen_Incertae_sedis	Orbiliales_sp	186.0	NA	ENA
Mortierellales_sp	3.0	0.0	4.0	2.0	0.0	66.0	0.0	0.0	1.0	2.0	2.0	0.0	25.0	0.0	2.0	0.0	1.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellales_fam_Incertae_sedis	Mortierellales_gen_Incertae_sedis	Mortierellales_sp	108.0	NA	ENA
Mariannaea_camptospora	70.0	0.0	1.0	1.0	0.0	17.0	12.0	0.0	10.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Mariannaea	Mariannaea_camptospora	113.0	NA	ENA
Didymella_glomerata	5.0	23.0	1.0	10.0	1.0	10.0	7.0	0.0	18.0	4.0	4.0	10.0	19.0	0.0	0.0	6.0	20.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella_glomerata	138.0	Animal Pathogen, Plant Pathogen, Undefined Saprotroph	Pat
Mucor_hiemalis	1.0	1.0	0.0	1.0	1.0	0.0	2.0	56.0	150.0	9.0	3.0	2.0	2.0	0.0	1.0	5.0	8.0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_hiemalis	242.0	NA	ENA
Pleosporales_sp	4.0	26.0	16.0	16.0	9.0	22.0	33.0	2.0	79.0	13.0	9.0	9.0	8.0	2.0	3.0	10.0	10.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	Pleosporales_sp	316.0	NA	ENA
Humaria_hemisphaerica	90.0	0.0	41.0	6.0	0.0	8.0	0.0	0.0	0.0	21.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Humaria	Humaria_hemisphaerica	168.0	NA	ENA
Mycetinis_scorodonius	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	393.0	0.0	208.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Mycetinis	Mycetinis_scorodonius	603.0	Undefined Saprotroph	Sap
Trichoderma_velutinum	3.0	27.0	6.0	17.0	3.0	16.0	0.0	4.0	56.0	3.0	1.0	3.0	13.0	2.0	0.0	1.0	17.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_velutinum	172.0	Animal Pathogen, Endophyte, Epiphyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Pat
Ascobolaceae_sp	1.0	0.0	204.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolaceae_gen_Incertae_sedis	Ascobolaceae_sp	215.0	NA	ENA
Pochonia_globispora	1.0	9.0	1.0	2.0	18.0	0.0	32.0	1.0	6.0	5.0	4.0	0.0	4.0	3.0	0.0	5.0	9.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	Pochonia_globispora	100.0	Animal Pathogen	Nop
Sporidiobolales_sp	9.0	8.0	21.0	10.0	1.0	15.0	7.0	3.0	5.0	13.0	2.0	0.0	1.0	0.0	1.0	0.0	28.0	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_fam_Incertae_sedis	Sporidiobolales_gen_Incertae_sedis	Sporidiobolales_sp	124.0	NA	ENA
Trechisporales_sp	0.0	4.0	0.0	0.0	3.0	0.0	3.0	4.0	0.0	1.0	1.0	2.0	0.0	0.0	96.0	30.0	6.0	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Trechisporales_fam_Incertae_sedis	Trechisporales_gen_Incertae_sedis	Trechisporales_sp	150.0	NA	ENA
Metarhizium_brunneum	246.0	9.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_brunneum	264.0	Animal Pathogen	Nop
Russula_pascua	0.0	1123.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	28.0	0.0	189.0	0.0	6.0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pascua	1369.0	Ectomycorrhizal	Myc
Clonostachys_swieteniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	303.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys_swieteniae	303.0	Plant Pathogen	Pat
Beauveria_pseudobassiana	20.0	7.0	1.0	20.0	2.0	0.0	8.0	0.0	3.0	0.0	60.0	0.0	33.0	1.0	1.0	6.0	4.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_pseudobassiana	166.0	Animal Pathogen	Nop
Luteoamylascus_sp	0.0	0.0	204.0	102.0	0.0	0.0	2.0	0.0	1.0	0.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Luteoamylascus	Luteoamylascus_sp	315.0	NA	ENA
Thelephora_palmata	3.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	11.0	1.0	0.0	11.0	0.0	0.0	55.0	36.0	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_palmata	125.0	NA	ENA
